,accuracy_cauchy,accuracy_gauss,accuracy_laplace,accuracy_mixed,error_denoise_cauchy,error_denoise_gauss,error_denoise_laplace,error_denoise_mixed,error_noise_cauchy,error_noise_gauss,error_noise_laplace,error_noise_mixed,random_state,random_state_labels,value_count_cauchy,value_count_gauss,value_count_laplace,value_count_mixed,window_start_index
0,0.8237853517041335,0.3161711385061639,0.32414793328498914,0.3582306018854242,138.43790308054085,120.85690614095427,123.85224703850693,122.00883639359394,688.1859490407844,555.0817074244952,785.9331257523173,883.6605362424577,1885709471,1173222463,26,1,1,1,0
1,0.8114575779550399,0.32342277012327775,0.3335750543872371,0.32704858593183467,142.31493375186156,120.806473336445,123.298876031661,122.01146562929995,680.738527101179,555.5709067675829,783.8745514563957,877.8526271369985,1561234711,1173222463,28,1,1,1,96
2,0.8759970993473531,0.36838288614938364,0.3567802755620014,0.3756345177664975,137.68984918949272,121.50297718367324,125.34795505754487,122.57030986808309,688.3655364677248,554.6950472820885,784.4528678062939,883.2731712510364,398418263,1173222463,26,1,1,1,192
3,0.90572878897752,0.4213197969543147,0.38941261783901376,0.40899202320522116,136.0590693306861,122.45335169150017,125.70934069243314,123.78176004684836,674.7821445496025,555.0607269270215,781.4725099816684,873.2441106543436,1160081537,1173222463,26,1,1,1,288
4,0.8934010152284264,0.3792603335750544,0.3770848440899202,0.3843364757070341,136.94403620605158,121.191270777323,123.27233883115923,122.47896140760803,688.29283704793,553.8708328509949,786.3546715203532,882.546381862621,1977618667,1173222463,25,1,1,1,384
5,0.8984771573604061,0.369108049311095,0.3756345177664975,0.35242929659173317,138.79309515006202,121.25728042031312,124.1751581183773,122.5609950610298,686.7107693126477,554.2081751401946,783.0223633443044,883.2688915292899,840791536,1173222463,27,1,1,1,480
6,0.8658448150833937,0.3749093546047861,0.3944887599709935,0.37200870195794056,136.05222290889208,121.5803576827412,125.94603885586767,123.57662317013624,682.5503329376771,554.3918492140637,784.3429164040421,878.7315240205426,2032734713,1173222463,25,1,1,1,576
7,0.9071791153009428,0.3582306018854242,0.38071065989847713,0.3538796229151559,139.24939637035266,121.12294427515312,124.29701061531156,122.48425972470241,694.2681813857151,554.2121625416687,785.946157879941,888.9709370655243,621707635,1173222463,27,1,1,1,672
8,0.854967367657723,0.3263234227701233,0.36620739666424945,0.32704858593183467,142.05835293798395,121.00488860780631,123.51448825880941,122.23210514605188,690.748754689001,554.0886131829599,786.7464588774167,886.4879700232467,1877991823,1173222463,29,1,1,1,768
9,0.9108049311094997,0.36113125453226974,0.32342277012327775,0.3255982596084119,140.4421600728121,121.32506337690631,124.36886311509987,122.58936292829829,681.95099357767,556.353379974859,786.7402434723836,879.9779185756048,991470358,1173222463,28,1,1,1,864
10,0.889050036258158,0.39593908629441626,0.4031907179115301,0.3981145757795504,136.7898961474759,122.11765362304155,126.06695423499751,123.55146317271466,678.9329254088705,557.0926739641328,784.7825969483748,878.5812346813473,248555690,1173222463,26,1,1,1,960
11,0.8593183466279913,0.36475707034082666,0.32704858593183467,0.32342277012327775,137.46345638435844,122.00707770704967,125.09964612387222,122.9469303561854,680.0863014867482,556.3691594539691,784.6715093616406,879.2886568362569,128339668,1173222463,26,1,1,1,1056
12,0.8781725888324873,0.32849891225525746,0.3575054387237128,0.32414793328498914,138.77260231588852,122.24368435790532,124.95006675539733,123.70612218451967,682.4789017239189,555.9883523497181,784.2879529625318,880.4622065848858,416035576,1173222463,27,1,1,1,1152
13,0.8687454677302393,0.36693255982596085,0.3633067440174039,0.3343002175489485,138.21062731239343,121.40467305143113,124.10873345769163,122.52254600389188,680.403155136489,554.7428459755695,784.628605652414,877.574450977555,354346867,1173222463,26,1,1,1,1248
14,0.9151559100797679,0.32849891225525746,0.3328498912255257,0.32414793328498914,141.0494108572,121.20329867978165,124.14358813146987,122.38057622424333,685.8184838028855,555.639561138046,785.3229869734478,882.4454947699853,733875043,1173222463,28,1,1,1,1344
15,0.8796229151559101,0.3763596809282089,0.38796229151559103,0.369108049311095,137.88420026912462,120.47062681251802,123.55776209947852,121.69593717422475,684.329493338598,554.660885320478,784.8515535061216,880.5950371846625,593910261,1173222463,26,1,1,1,1440
16,0.8774474256707759,0.36983321247280637,0.39086294416243655,0.35242929659173317,137.28365674469413,121.17510751874732,125.16042206651922,122.05031212778398,687.2480973236349,556.0022601657442,787.718982760329,884.0605818839708,1064702850,1173222463,25,1,1,1,1536
17,0.8535170413343002,0.36258158085569253,0.38796229151559103,0.37055837563451777,140.0454189953811,120.34553042784863,123.60733441845179,121.74246957690511,681.1281755206462,555.1648422941505,784.7035989979917,877.9038354395559,1213207565,1173222463,27,1,1,1,1632
18,0.889050036258158,0.36620739666424945,0.359680928208847,0.369108049311095,136.5907977393898,121.5039998295959,124.1961483402034,122.48559371135904,685.4159823428458,555.1817541858753,784.6748069162765,882.0588532646361,1929237531,1173222463,25,1,1,1,1728
19,0.7991298042059464,0.38796229151559103,0.3981145757795504,0.4082668600435098,140.35580795490822,121.42122198795073,123.82559069047322,122.61490883505832,685.7687887761657,556.1008258704522,787.0380740431118,883.1992155932717,513827529,1173222463,28,1,1,1,1824
20,0.8817984046410442,0.397389412617839,0.38941261783901376,0.38143582306018853,139.18257398361928,121.77434562716063,126.12315160628496,123.36095396290469,685.7472558400349,555.8899225295362,787.0065819553997,882.6600277127842,13869778,1173222463,27,1,1,1,1920
21,0.8752719361856418,0.32849891225525746,0.32414793328498914,0.34445250181290793,139.3783191940329,121.72771746605737,124.67080452098048,123.3235253933861,687.2518264550382,556.1566827681293,787.0178485425192,884.6651501474613,1120876916,1173222463,27,1,1,1,2016
22,0.8701957940536621,0.3263234227701233,0.378535170413343,0.32414793328498914,140.12776274770852,121.20657701665421,123.81136219065984,122.48524089879218,693.7957422174422,555.7800370796732,789.8772585207818,888.2319365576815,488362406,1173222463,26,1,1,1,2112
23,0.8295866569978245,0.3263234227701233,0.36185641769398114,0.32704858593183467,139.78325411477545,120.59953707074959,122.9816956673284,121.62887921343514,684.3868803479007,556.4620438556517,786.9489085130791,881.1600797264879,1916987194,1173222463,26,1,1,1,2208
24,0.8781725888324873,0.3604060913705584,0.32777374909354606,0.36983321247280637,140.18332920080184,120.66174028165169,124.3629853072793,121.88233832153323,689.1256113177453,555.8368256909315,785.7661093766169,886.0244073344954,1704361031,1173222463,27,1,1,1,2304
25,0.8150833937635968,0.3255982596084119,0.32414793328498914,0.3248730964467005,143.5212800219711,119.97291374163154,122.74964147083548,121.40142639793395,681.4521227073619,553.2730954744019,785.1716854530791,877.5723050686516,310157771,1173222463,28,1,1,1,2400
26,0.8854242204496011,0.37200870195794056,0.38868745467730237,0.3756345177664975,136.12397276087714,121.25334862274188,124.50274569498745,122.58683278778061,677.7860732121671,554.0365240271959,782.4435410285498,874.7559453088977,889673951,1173222463,25,1,1,1,2496
27,0.8788977519941987,0.36983321247280637,0.3930384336475707,0.3778100072516316,138.67729184389447,120.84282641755712,124.75579416848183,122.1430314162856,693.5252523723639,552.5003100687302,783.6305969382123,888.0637508676829,718489173,1173222463,27,1,1,1,2592
28,0.8825235678027556,0.38578680203045684,0.39521392313270487,0.3843364757070341,136.75446806661765,121.02138514491647,123.76648887074741,122.40271473611052,671.7461690422932,552.7297364249748,780.0873745552377,870.4384531049559,179990059,1173222463,25,1,1,1,2688
29,0.8564176939811458,0.3763596809282089,0.4010152284263959,0.3799854967367658,137.284745185835,120.6609138105667,123.73515886372914,121.71836926422576,679.2563339478037,552.4095194313163,780.1133057475142,875.7752623971862,1646064444,1173222463,26,1,1,1,2784
30,0.9100797679477882,0.36475707034082666,0.378535170413343,0.3321247280638144,139.15377169149042,121.01934900846973,124.15617258609417,122.36835018726812,682.4971983062342,553.6604258794163,781.781557040746,878.8639423606247,842018965,1173222463,27,1,1,1,2880
