,accuracy_cauchy,accuracy_gauss,accuracy_laplace,accuracy_mixed,error_denoise_cauchy,error_denoise_gauss,error_denoise_laplace,error_denoise_mixed,error_noise_cauchy,error_noise_gauss,error_noise_laplace,error_noise_mixed,random_state,random_state_labels,value_count_cauchy,value_count_gauss,value_count_laplace,value_count_mixed,window_start_index
128,0.331399564902103,0.359680928208847,0.34227701232777374,0.3393763596809282,69.34683685796035,65.45822183055303,72.30425569127178,76.52455299308536,338.19679290507696,280.00667174694956,395.85296201709446,437.46403841099385,167161260,1173222463,1,1,1,1,12288
129,0.36693255982596085,0.39521392313270487,0.32849891225525746,0.3255982596084119,79.8481588389571,67.32975159370747,80.48904956296055,87.96098927160179,329.7426446126625,278.82737825221136,393.46891105697205,431.18187509442197,608497153,1173222463,1,1,1,1,12384
130,0.33720087019579403,0.38506163886874545,0.34662799129804206,0.32414793328498914,78.3420188041896,69.38085164569294,80.81703518264854,86.04585565940195,349.7067813399569,280.8238218462666,394.7670565939065,448.59145620326825,955457614,1173222463,1,1,1,1,12480
131,0.3640319071791153,0.36548223350253806,0.36258158085569253,0.3633067440174039,74.11177805937027,66.74984905171618,75.51812676534432,88.65942724593597,343.76232394637265,280.4189564751677,395.3581630708927,442.80665819114415,1693065816,1173222463,1,1,1,1,12576
132,0.4213197969543147,0.32342277012327775,0.36620739666424945,0.34662799129804206,81.4606389606673,68.40897245058662,79.99424961220353,88.31256263048594,339.68203462020523,279.64011904043406,395.9084109988285,439.3408706371203,813857255,1173222463,1,1,1,1,12672
133,0.39231327048585934,0.39086294416243655,0.36838288614938364,0.34662799129804206,80.7116933071196,68.92429431159437,81.92755526177687,87.77439373640478,335.29014040276235,279.5513748495187,393.5006164426305,436.54561421918106,1088317239,1173222463,1,1,1,1,12768
134,0.34590282813633066,0.38868745467730237,0.3321247280638144,0.34807831762146485,79.9892256402999,67.85231205793768,80.80469478132365,87.83646996229388,338.2536608086859,279.62556763035735,394.1365094635357,438.8317073300413,548141979,1173222463,1,1,1,1,12864
135,0.32849891225525746,0.38796229151559103,0.35242929659173317,0.3328498912255257,79.70489404844163,69.05937039487836,81.58252959640961,87.67711209841363,339.8378472091319,279.97300135440196,397.02048568039174,440.75980486177036,1669952185,1173222463,1,1,1,1,12960
136,0.37128353879622916,0.3197969543147208,0.34662799129804206,0.35170413343002177,79.79809655286563,69.68085481384139,81.06879121883597,87.00055117846554,338.7274326030151,281.025609067743,395.63442807628456,440.0494470735437,633097089,1173222463,1,1,1,1,13056
137,0.3538796229151559,0.36548223350253806,0.3386511965192168,0.35170413343002177,72.0185496965623,66.53866166472201,75.94291892260837,85.02877280502369,340.52917395833236,280.2957604088657,396.344015030699,440.3287372349648,492431051,1173222463,1,1,1,1,13152
138,0.3386511965192168,0.3299492385786802,0.3553299492385787,0.36693255982596085,73.82989873505662,66.90610512468369,77.21252082952014,83.42420614777433,333.82664597748527,279.119179585327,390.2264533756165,435.3951516519605,490496647,1173222463,1,1,1,1,13248
139,0.32269760696156635,0.32414793328498914,0.3263234227701233,0.3299492385786802,71.53501903617811,65.64404633920472,73.64634113967266,81.0148406197447,342.2583726361173,278.77568853496496,395.69063920575906,441.83544502278875,682497516,1173222463,1,1,1,1,13344
140,0.3604060913705584,0.3763596809282089,0.32414793328498914,0.36693255982596085,76.39135859360279,66.92734341091526,80.55542447196005,87.8240137261566,334.6507293323387,280.19250698650814,394.1651252513518,437.1374825840831,1529373992,1173222463,1,1,1,1,13440
141,0.39593908629441626,0.3763596809282089,0.3321247280638144,0.34445250181290793,79.82995874883588,68.98111777711077,81.65546767575867,87.51330578188403,344.27044530854744,278.598101456537,396.4025519528717,442.91261497938933,260879066,1173222463,1,1,1,1,13536
142,0.3828861493836113,0.3930384336475707,0.36548223350253806,0.36983321247280637,77.97567040003908,69.1844671751344,81.69525140882706,85.15749849451711,336.8532647135433,280.4824872438197,395.6605232244511,437.9139253205853,295628666,1173222463,1,1,1,1,13632
143,0.3582306018854242,0.3821609862218999,0.3944887599709935,0.3401015228426396,78.32553225963854,69.65171336774482,81.13516309369331,87.34831672364778,343.3085304002543,280.70058892096836,395.8890581134902,443.7143443224641,1729944985,1173222463,1,1,1,1,13728
144,0.41624365482233505,0.37055837563451777,0.3770848440899202,0.35242929659173317,82.53157210053016,67.8009065614533,80.2786231835464,89.42978780348268,341.0197467190931,280.1176242393233,395.77898835181173,441.5257965228951,1331799946,1173222463,1,1,1,1,13824
145,0.34155184916606235,0.369108049311095,0.35242929659173317,0.32342277012327775,77.73483010386748,66.37763984893577,79.04827864741009,87.17383904894669,343.2915509577183,277.6700259719617,394.5961931364247,441.3955415134366,1400804684,1173222463,1,1,1,1,13920
146,0.3553299492385787,0.3633067440174039,0.3248730964467005,0.3604060913705584,79.32391239949708,67.10169987742096,77.98050483002427,88.29560385792905,342.4918612284077,278.4105897463524,392.43482002111625,441.5377585812485,341853211,1173222463,1,1,1,1,14016
147,0.4242204496011603,0.425670775924583,0.38941261783901376,0.38143582306018853,79.20166608197182,69.2305134555747,80.0891677117658,86.7337076875023,344.0794436128971,278.9758953084887,395.1299868072884,442.2795855558791,367300361,1173222463,1,1,1,1,14112
148,0.38071065989847713,0.34082668600435095,0.3495286439448876,0.36765772298767224,78.41806618470684,67.58521692835248,80.47819428634416,86.48691104811365,333.95120087356855,279.48852009938014,393.72159195004673,435.1229814264963,2075885244,1173222463,1,1,1,1,14208
149,0.32342277012327775,0.36983321247280637,0.3263234227701233,0.3292240754169688,72.78689528390647,66.46930775933134,74.7051092917048,83.51582390196565,349.5503275408657,279.20561370090076,396.60530935944877,447.3676771668851,696091960,1173222463,1,1,1,1,14304
150,0.3263234227701233,0.3306744017403916,0.3734590282813633,0.3335750543872371,81.33155451363707,67.99989098403081,80.57222146144684,88.64167418996216,343.03027009096536,279.65508737267436,394.7057989676649,443.6602785636461,1270888814,1173222463,1,1,1,1,14400
151,0.36258158085569253,0.3488034807831762,0.32414793328498914,0.3799854967367658,80.13025913869724,68.48355425834554,81.37347260288738,87.5072182828131,345.6620932975932,280.3316293042152,396.3208759635968,445.1736486350708,421032850,1173222463,1,1,1,1,14496
