,noise_accuracy,denoise_accuracy,noise_error,denoise_error,singular_value_count,random_seed
0,0.3589557650471356,0.47860768672951415,296.80311092021543,81.00036669470822,2,442887188
1,0.36548223350253806,0.47425670775924583,295.399191894129,79.68490431320411,2,370340492
2,0.378535170413343,0.4474256707759246,297.8833420727823,78.70905356468526,2,2006835219
3,0.3836113125453227,0.4706308919506889,295.8589305366523,78.61940686515418,2,1134970217
4,0.4126178390137781,0.4604786076867295,295.40040753091046,80.67013502928299,2,1473264029
5,0.3792603335750544,0.467005076142132,296.21298634051266,76.36305977110905,2,1948385189
6,0.3763596809282089,0.4851341551849166,296.10358645927386,77.14413014899452,2,122144823
7,0.38723712835387963,0.47860768672951415,294.54461587975095,79.44662459488771,2,1092436747
8,0.36765772298767224,0.48223350253807107,295.63244949010306,79.27318911222908,2,1307136435
9,0.3828861493836113,0.4684554024655547,295.76220987004115,79.43961401133205,2,1499467591
10,0.3741841914430747,0.4677302393038434,295.9426941293994,76.55345449438546,2,300187989
11,0.36475707034082666,0.4749818709209572,296.4180534063159,80.89495765442148,2,1670371326
12,0.4002900652646846,0.4467005076142132,297.49803901385553,79.84960952245095,2,688702434
13,0.36113125453226974,0.45540246555474984,296.4414216564958,75.6342834045872,2,1272167497
14,0.36185641769398114,0.47643219724437996,295.1449991795918,78.34436966144997,2,1149467179
15,0.359680928208847,0.46337926033357507,295.75216424992857,79.98079751015634,2,1614125866
16,0.3567802755620014,0.47933284989122554,295.48630146418606,78.49238397515246,2,1639381113
17,0.37200870195794056,0.47353154459753444,296.38899989379496,81.29112895384073,2,6553851
18,0.3633067440174039,0.4865844815083394,296.6043103323025,78.24839982078478,2,1738120702
19,0.36838288614938364,0.467005076142132,297.16253825374037,79.83563058505416,2,2036615128
20,0.3741841914430747,0.48223350253807107,296.54143393958003,76.3525248283078,2,1592163310
21,0.3792603335750544,0.4880348078317622,295.96482755354526,79.9979708977715,2,853889789
22,0.36765772298767224,0.467005076142132,297.13946275161925,80.08414902130463,2,466061389
23,0.36983321247280637,0.4662799129804206,296.35361941609114,78.98761820553587,2,1435860130
24,0.3749093546047861,0.4612037708484409,297.72164890120797,79.323273833346,2,1243505819
25,0.3582306018854242,0.4749818709209572,295.8517621119839,76.26547157734967,2,755245461
26,0.36258158085569253,0.4720812182741117,295.55325451338115,77.15353328094747,2,1617311823
27,0.3749093546047861,0.4880348078317622,295.8553804998779,78.21551827467597,2,1644369582
28,0.3567802755620014,0.4706308919506889,296.523280526114,79.84911099963938,2,2021528044
29,0.36475707034082666,0.4619289340101523,294.438646842494,76.31120543885235,2,248482490
30,0.36185641769398114,0.4749818709209572,295.3517600063048,78.9709142906388,2,1326065449
31,0.3792603335750544,0.485859318346628,295.3637360078686,75.67904037653058,2,1463078165
32,0.40971718636693255,0.4807831762146483,295.0767739313421,76.22117477104604,2,708291528
33,0.3633067440174039,0.48005801305293694,294.71933576333305,81.33547005129478,2,1424144746
34,0.3821609862218999,0.4691805656272661,294.07593429274783,82.88552048593738,2,632657716
35,0.36548223350253806,0.4938361131254532,294.15602262237815,81.34765714090045,3,413104021
36,0.36548223350253806,0.467005076142132,293.49407521451747,79.85709392619009,2,157950880
37,0.36548223350253806,0.4684554024655547,292.80400999336825,76.18841490198325,2,1530363856
38,0.36693255982596085,0.46410442349528647,293.2315343749443,79.53895507059326,2,227230531
39,0.3727338651196519,0.4720812182741117,293.68887247168385,80.62253610763649,2,1434783342
40,0.36475707034082666,0.47643219724437996,293.3712998461423,82.0179853064166,2,753353548
41,0.36983321247280637,0.4684554024655547,292.5694662269462,76.08078444315274,2,1797269939
42,0.359680928208847,0.46337926033357507,293.65790551238996,81.54627196554982,3,1565590275
43,0.3567802755620014,0.4655547498187092,293.6348070302176,78.25185139766172,2,1858425228
44,0.3582306018854242,0.45975344452501815,294.741190838866,76.33519061771919,2,1646443842
45,0.36113125453226974,0.47715736040609136,294.84207291752966,76.10098012971892,2,86532689
46,0.3640319071791153,0.4706308919506889,293.3702959403731,77.01206100647737,2,893550389
47,0.3741841914430747,0.4619289340101523,292.09531842547904,79.07739027406171,2,404357463
48,0.38796229151559103,0.4662799129804206,293.9674695282485,81.23492968357256,3,1351615448
49,0.3749093546047861,0.47280638143582304,293.13197586302016,80.20372907404644,2,1338365196
50,0.3778100072516316,0.4648295866569978,294.4061639589109,79.92405499541732,2,1846197236
51,0.36838288614938364,0.467005076142132,293.83655136149395,79.76739497968042,2,475161547
52,0.37055837563451777,0.47860768672951415,293.3423529018736,81.24481502350662,2,486352700
53,0.36475707034082666,0.4655547498187092,293.5615802168165,76.8644047124096,2,675082367
54,0.36258158085569253,0.47788252356780275,293.48436959636103,81.33912684386104,2,1318769023
55,0.3582306018854242,0.4749818709209572,293.19616935652675,76.3672551548799,2,355940298
56,0.36475707034082666,0.4655547498187092,294.5309652683524,81.6460341119923,2,1027381063
57,0.36983321247280637,0.4655547498187092,294.50803008221646,79.97627037709852,2,1986414029
58,0.3567802755620014,0.4699057287889775,294.79733680869657,79.56572569953907,2,321790707
59,0.3567802755620014,0.48368382886149386,296.0513254949611,77.31147153082331,2,1094404425
60,0.3763596809282089,0.4655547498187092,297.72955821023425,79.39059280803009,2,1513181856
61,0.36693255982596085,0.4851341551849166,292.68363345950627,80.83341341939554,2,794090055
62,0.3582306018854242,0.467005076142132,294.52489134456783,79.36865161031547,2,1360394584
63,0.36475707034082666,0.4713560551124003,295.05733728100626,80.75490441600923,2,901383862
64,0.3567802755620014,0.4503263234227701,295.58833198880694,75.37463096355665,2,182096632
65,0.36620739666424945,0.4757070340826686,295.26321925251295,75.98142577561163,2,1857809597
66,0.3799854967367658,0.4655547498187092,294.93314841918533,76.59201478475741,2,1192745078
67,0.3567802755620014,0.47643219724437996,296.35174124404574,75.6294450990467,2,2071662715
68,0.3575054387237128,0.4749818709209572,295.94236234744886,77.16794434150793,2,43743196
69,0.36475707034082666,0.48223350253807107,295.0856676141791,80.76215038259801,2,1403157524
70,0.39521392313270487,0.4807831762146483,295.27863581773016,81.00207696987454,2,59653951
71,0.36838288614938364,0.4604786076867295,295.1163574207425,81.25738370189015,2,1668955356
72,0.3589557650471356,0.4865844815083394,296.7397891968442,82.70543793016529,2,1365582604
73,0.36838288614938364,0.4713560551124003,296.8615559631239,82.29072757246054,2,1032958235
74,0.3633067440174039,0.4757070340826686,297.74474415150087,83.15633612145919,2,692800165
75,0.3821609862218999,0.45322697606961565,298.13724306493924,79.72708529337159,2,1274736390
76,0.38071065989847713,0.4807831762146483,297.86854266282324,81.47553901937036,2,1239523070
77,0.3821609862218999,0.45540246555474984,298.37093291384724,80.93904801387467,2,833587389
78,0.36113125453226974,0.48368382886149386,297.39473102437853,82.54276463600775,2,2021136648
79,0.3589557650471356,0.467005076142132,298.0004093872,81.0968210785633,2,384637641
80,0.3734590282813633,0.47425670775924583,297.46244478896534,79.23570580743097,2,219899442
81,0.39231327048585934,0.4648295866569978,297.26137446364197,76.76154380475589,2,1805111432
82,0.3582306018854242,0.47860768672951415,296.4474664912323,79.93361275157356,2,519657720
83,0.36258158085569253,0.4807831762146483,296.1806889495467,76.57364733186536,2,94004374
84,0.3567802755620014,0.4720812182741117,294.64310441295993,82.36770307524338,2,1571406539
85,0.3778100072516316,0.4851341551849166,295.19015874212926,79.19167111018648,2,878316983
86,0.38506163886874545,0.4720812182741117,296.7930547048476,77.75918573140517,2,1478166326
